@relation poker_hand/training/cardnumeric/all

@attribute S1 {H, S, D, C}
@attribute C1 numeric
@attribute S2 {H, S, D, C}
@attribute C2 numeric
@attribute S3 {H, S, D, C}
@attribute C3 numeric
@attribute S4 {H, S, D, C}
@attribute C4 numeric
@attribute S5 {H, S, D, C}
@attribute C5 numeric
@attribute SameS {FALSE,TRUE}
@attribute CLASS {0, 1, 2, 3, S, F, FH, 4, SF, RF}


@data
D,4,S,5,S,7,S,11,H,12,FALSE,0
S,1,C,3,D,5,C,6,D,10,FALSE,0
S,6,H,9,C,10,H,12,S,13,FALSE,0
H,3,C,7,S,7,H,12,S,13,FALSE,1
S,2,C,3,S,3,H,9,S,11,FALSE,1
C,4,C,5,H,6,S,7,D,8,FALSE,S
S,4,H,5,C,6,H,8,S,9,FALSE,0
S,1,D,4,H,9,D,11,D,13,FALSE,0
D,4,C,8,C,9,H,10,H,13,FALSE,0
H,1,H,5,S,5,D,6,C,12,FALSE,1
D,1,C,3,S,5,S,7,S,12,FALSE,0
C,4,C,8,D,10,D,12,S,12,FALSE,1
D,3,S,3,S,5,D,12,S,13,FALSE,1
D,3,H,5,S,8,C,11,D,12,FALSE,0
H,7,S,8,S,9,S,11,D,13,FALSE,0
S,6,D,10,S,11,H,12,D,13,FALSE,0
H,2,C,4,C,6,H,6,D,8,FALSE,1
H,1,S,2,H,5,S,6,H,8,FALSE,0
D,1,H,2,D,2,S,3,S,7,FALSE,1
C,2,H,7,C,10,S,10,H,12,FALSE,1
H,4,S,4,C,6,C,7,C,9,FALSE,1
C,2,C,6,D,8,C,9,C,10,FALSE,0
D,2,C,3,S,5,D,8,D,10,FALSE,0
S,2,H,5,C,5,S,5,D,7,FALSE,3
C,1,S,6,C,7,H,11,S,12,FALSE,0
H,3,D,5,H,6,H,12,C,12,FALSE,1
D,2,C,3,D,3,S,4,S,10,FALSE,1
D,2,H,3,D,6,H,7,D,10,FALSE,0
H,5,S,6,H,7,D,8,S,10,FALSE,0
S,3,S,5,H,10,D,11,D,12,FALSE,0
D,2,S,7,D,10,S,12,H,13,FALSE,0
D,1,H,3,H,6,C,9,C,10,FALSE,0
S,1,S,3,S,5,C,5,C,12,FALSE,1
H,4,S,5,C,7,H,9,C,9,FALSE,1
S,4,C,4,S,5,H,12,S,13,FALSE,1
C,1,C,5,C,7,H,12,H,13,FALSE,0
D,4,S,6,H,7,C,8,C,10,FALSE,0
C,2,H,9,C,9,H,11,D,13,FALSE,1
D,2,S,3,H,4,S,5,C,11,FALSE,0
S,1,H,9,S,9,C,10,C,13,FALSE,1
S,3,D,6,H,7,C,9,S,10,FALSE,0
H,1,S,1,S,4,D,7,H,8,FALSE,1
S,3,D,6,S,11,H,12,C,13,FALSE,0
D,4,H,6,S,8,D,8,H,11,FALSE,1
D,3,H,5,H,7,H,9,H,12,FALSE,0
D,7,S,7,H,8,S,9,H,13,FALSE,1
C,2,H,3,D,5,D,7,C,13,FALSE,0
D,1,C,4,S,10,S,12,C,13,FALSE,0
S,1,D,1,D,10,H,11,C,12,FALSE,1
H,1,H,2,H,9,D,9,S,13,FALSE,1
H,2,H,5,D,5,C,6,D,8,FALSE,1
D,1,C,2,S,7,C,11,C,12,FALSE,0
C,3,D,4,C,4,H,6,D,7,FALSE,1
S,4,D,5,S,8,D,9,S,13,FALSE,0
D,3,C,3,C,6,D,11,C,13,FALSE,1
H,3,H,4,H,5,C,13,S,13,FALSE,1
C,6,H,7,D,7,D,9,D,10,FALSE,1
H,2,H,3,S,6,H,9,S,10,FALSE,0
H,2,C,3,C,8,C,12,H,13,FALSE,0
C,3,D,6,D,9,S,10,C,12,FALSE,0
H,3,H,4,S,5,H,10,S,11,FALSE,0
C,1,H,8,D,9,C,10,S,13,FALSE,0
H,5,D,7,H,10,D,11,H,12,FALSE,0
H,4,C,6,S,8,C,10,D,13,FALSE,0
H,1,H,3,C,5,S,6,H,13,FALSE,0
H,1,D,1,C,2,S,4,H,11,FALSE,1
S,3,C,6,H,6,D,12,H,13,FALSE,1
C,1,D,3,H,5,H,6,H,11,FALSE,0
C,2,H,6,D,8,H,9,C,11,FALSE,0
C,1,S,5,H,5,S,11,H,13,FALSE,1
D,1,S,1,H,8,H,11,S,13,FALSE,1
C,2,H,8,S,9,H,10,D,11,FALSE,0
C,1,S,2,S,3,D,4,S,10,FALSE,0
H,2,S,2,C,5,D,5,D,11,FALSE,2
H,1,H,4,D,4,D,7,S,10,FALSE,1
D,3,D,5,S,6,C,8,S,12,FALSE,0
C,2,S,2,D,3,S,7,H,11,FALSE,1
D,5,H,6,H,12,D,13,C,13,FALSE,1
C,2,H,6,S,7,H,8,D,12,FALSE,0
S,3,D,4,S,4,C,10,C,11,FALSE,1
D,3,H,10,D,10,C,11,C,13,FALSE,1
D,3,S,6,H,9,H,10,H,11,FALSE,0
S,1,H,3,S,5,H,7,S,12,FALSE,0
H,2,S,6,C,9,S,9,H,13,FALSE,1
C,4,C,5,S,11,D,12,H,12,FALSE,1
C,2,S,3,D,5,H,10,H,13,FALSE,0
S,1,C,4,D,5,S,12,D,12,FALSE,1
C,2,C,4,H,6,C,10,C,13,FALSE,0
S,1,C,4,D,7,D,11,C,11,FALSE,1
D,2,C,2,H,5,D,7,D,13,FALSE,1
D,6,C,6,S,7,S,10,C,13,FALSE,1
S,1,D,2,C,2,S,8,D,12,FALSE,1
S,2,C,4,S,5,S,6,C,11,FALSE,0
D,10,H,11,D,11,S,12,S,13,FALSE,1
C,5,H,7,H,8,C,8,C,12,FALSE,1
H,4,S,7,D,7,C,8,C,13,FALSE,1
D,3,H,3,H,4,H,8,S,9,FALSE,1
C,5,D,9,S,10,C,11,D,12,FALSE,0
H,5,C,5,H,6,C,12,C,13,FALSE,1
S,2,D,7,C,8,H,11,S,13,FALSE,0
D,2,S,6,H,7,S,8,C,11,FALSE,0
C,1,C,2,H,5,H,9,S,10,FALSE,0
S,5,C,7,D,8,S,9,H,9,FALSE,1
C,3,S,6,D,6,H,9,D,12,FALSE,1
C,3,H,8,D,10,S,11,H,12,FALSE,0
S,2,H,9,D,11,H,11,D,12,FALSE,1
D,4,C,6,C,9,D,10,D,12,FALSE,0
H,1,D,1,H,2,C,8,D,8,FALSE,2
H,1,D,3,S,9,H,12,S,13,FALSE,0
S,5,D,5,C,5,D,6,D,11,FALSE,3
S,4,H,4,C,9,D,10,C,13,FALSE,1
C,1,D,8,S,10,S,12,C,13,FALSE,0
D,4,C,4,C,5,D,8,C,11,FALSE,1
H,1,S,3,C,6,D,10,C,13,FALSE,0
H,3,H,5,C,6,D,10,D,13,FALSE,0
D,2,D,3,D,4,H,5,H,6,FALSE,S
C,2,D,3,S,5,H,8,D,12,FALSE,0
C,6,S,8,H,11,C,13,S,13,FALSE,1
S,1,D,1,H,3,D,4,S,6,FALSE,1
H,2,S,3,H,4,H,5,D,13,FALSE,0
S,2,S,8,S,9,C,11,C,12,FALSE,0
C,1,S,1,H,2,S,3,D,5,FALSE,1
S,4,D,6,D,7,S,10,H,13,FALSE,0
H,1,S,4,D,5,D,13,C,13,FALSE,1
C,5,S,7,H,8,D,10,C,11,FALSE,0
H,1,D,2,D,4,D,10,C,12,FALSE,0
D,3,S,4,C,7,S,11,H,12,FALSE,0
H,2,D,7,H,8,H,13,S,13,FALSE,1
H,1,S,1,S,9,C,12,S,12,FALSE,2
S,5,D,9,S,11,C,11,D,12,FALSE,1
C,4,D,5,D,9,C,11,H,13,FALSE,0
C,1,S,2,H,4,H,9,H,10,FALSE,0
S,1,D,4,S,6,S,9,D,10,FALSE,0
C,3,C,5,H,11,C,11,S,13,FALSE,1
D,3,H,5,H,7,C,8,S,13,FALSE,0
H,1,C,3,H,7,H,10,S,11,FALSE,0
D,1,C,3,D,7,C,10,D,12,FALSE,0
S,1,S,2,H,3,S,6,D,13,FALSE,0
C,2,C,5,S,6,S,8,D,9,FALSE,0
S,2,S,5,D,5,C,7,C,13,FALSE,1
D,1,D,3,H,3,D,7,H,12,FALSE,1
H,3,S,6,H,8,C,13,D,13,FALSE,1
C,3,D,5,H,6,S,8,H,9,FALSE,0
H,3,S,5,H,5,S,11,C,13,FALSE,1
S,2,H,5,D,5,H,6,H,10,FALSE,1
S,1,H,4,H,9,D,10,D,12,FALSE,0
D,5,D,7,H,9,D,12,S,13,FALSE,0
C,4,D,5,S,6,D,10,C,10,FALSE,1
D,4,D,7,D,9,H,12,C,12,FALSE,1
S,4,D,10,C,10,C,11,H,13,FALSE,1
D,2,H,5,C,6,C,7,D,10,FALSE,0
S,3,C,8,S,9,S,12,D,12,FALSE,1
H,2,C,5,H,7,C,10,C,12,FALSE,0
H,2,H,7,D,7,S,13,D,13,FALSE,2
D,2,D,5,S,7,D,10,H,11,FALSE,0
C,1,H,5,C,7,S,9,S,10,FALSE,0
S,1,D,3,S,4,S,5,D,13,FALSE,0
S,1,D,3,H,5,D,6,D,11,FALSE,0
S,3,C,4,H,7,S,7,S,13,FALSE,1
D,2,C,3,H,5,S,6,S,8,FALSE,0
S,2,S,3,S,12,D,13,S,13,FALSE,1
C,3,S,4,D,4,D,6,S,11,FALSE,1
D,1,D,2,C,8,S,9,S,10,FALSE,0
S,1,C,3,S,3,H,4,S,13,FALSE,1
S,2,H,8,H,9,C,10,D,12,FALSE,0
H,1,H,2,C,5,H,8,C,12,FALSE,0
S,4,C,6,H,8,C,9,H,12,FALSE,0
S,4,H,7,C,10,D,10,D,13,FALSE,1
S,1,C,9,D,10,H,12,D,13,FALSE,0
D,1,C,5,D,7,D,9,C,12,FALSE,0
D,2,S,3,H,11,C,12,D,13,FALSE,0
D,2,C,2,S,5,D,12,H,13,FALSE,1
D,2,C,3,D,6,D,10,C,10,FALSE,1
H,2,D,8,H,9,H,10,D,13,FALSE,0
H,1,H,4,S,4,H,7,D,12,FALSE,1
S,1,S,6,S,8,D,10,S,11,FALSE,0
H,1,C,5,S,6,D,9,S,9,FALSE,1
D,5,S,8,H,8,C,10,D,12,FALSE,1
D,1,C,6,H,10,S,10,D,13,FALSE,1
H,1,C,6,D,6,H,7,S,11,FALSE,1
D,8,C,11,D,11,S,11,D,12,FALSE,3
D,2,H,3,S,10,D,12,S,13,FALSE,0
H,1,C,7,C,8,D,11,D,12,FALSE,0
H,1,H,4,C,6,H,7,C,10,FALSE,0
D,1,H,3,D,7,H,7,S,9,FALSE,1
S,1,D,10,D,11,D,12,D,13,FALSE,S
D,3,D,6,S,12,D,12,H,12,FALSE,3
H,7,H,8,H,9,H,13,C,13,FALSE,1
S,1,C,2,S,6,C,6,S,11,FALSE,1
H,5,S,5,H,6,D,12,H,13,FALSE,1
D,1,S,9,D,10,S,10,D,11,FALSE,1
S,3,S,6,S,9,D,10,S,11,FALSE,0
C,2,S,5,C,6,S,6,H,8,FALSE,1
S,6,H,8,D,8,S,8,D,13,FALSE,3
C,1,D,5,H,7,D,7,D,10,FALSE,1
S,2,C,5,D,6,S,12,C,13,FALSE,0
S,4,C,8,H,9,S,11,D,12,FALSE,0
H,1,H,3,C,4,H,7,S,9,FALSE,0
D,4,H,5,D,11,H,12,S,13,FALSE,0
C,2,H,4,S,9,D,9,C,11,FALSE,1
H,4,H,7,D,11,S,13,D,13,FALSE,1
H,3,S,5,H,9,C,10,D,12,FALSE,0
D,4,C,4,H,6,H,9,D,10,FALSE,1
D,1,S,3,C,5,H,12,S,13,FALSE,0
C,1,C,3,C,4,S,10,H,13,FALSE,0
C,2,S,6,D,11,C,11,S,12,FALSE,1
C,2,S,3,C,6,S,6,D,10,FALSE,1
S,2,S,4,D,7,C,7,H,10,FALSE,1
D,6,H,7,D,10,D,11,C,13,FALSE,0
D,3,H,6,D,6,H,10,C,13,FALSE,1
H,1,S,7,D,7,D,10,H,10,FALSE,2
C,2,H,4,D,5,C,8,D,10,FALSE,0
S,3,D,5,C,8,D,9,C,13,FALSE,0
H,1,D,9,C,11,D,12,S,12,FALSE,1
C,1,S,3,C,4,C,11,H,12,FALSE,0
D,4,H,5,H,10,C,12,S,13,FALSE,0
D,1,D,2,S,2,C,9,C,12,FALSE,1
C,2,D,3,S,5,C,7,C,8,FALSE,0
S,1,S,5,S,6,S,9,D,10,FALSE,0
D,2,S,2,C,3,H,5,H,13,FALSE,1
D,1,C,4,H,6,S,11,S,12,FALSE,0
H,3,S,4,D,5,S,5,C,9,FALSE,1
S,2,H,5,S,7,S,13,D,13,FALSE,1
D,2,C,2,C,5,H,9,H,10,FALSE,1
D,1,C,5,S,5,H,9,C,11,FALSE,1
H,3,D,7,C,8,H,12,H,13,FALSE,0
S,4,D,6,C,7,C,8,S,10,FALSE,0
S,2,C,3,C,5,C,11,D,13,FALSE,0
S,1,H,4,S,7,D,7,S,9,FALSE,1
C,1,C,5,D,8,H,10,H,12,FALSE,0
C,1,S,2,C,4,C,8,S,13,FALSE,0
C,1,S,3,D,5,C,12,H,13,FALSE,0
D,5,D,6,C,6,C,8,D,12,FALSE,1
C,1,D,3,C,4,S,8,D,9,FALSE,0
S,2,S,4,D,6,S,7,D,13,FALSE,0
S,2,H,4,S,6,D,9,D,10,FALSE,0
D,2,H,3,C,4,S,6,C,12,FALSE,0
D,6,S,7,H,8,D,11,C,12,FALSE,0
D,5,S,7,H,9,C,11,D,12,FALSE,0
C,4,S,8,D,9,C,11,D,12,FALSE,0
S,1,S,4,C,11,D,12,H,12,FALSE,1
D,2,S,4,D,9,H,9,C,11,FALSE,1
C,3,H,4,C,5,C,7,D,11,FALSE,0
H,2,C,5,H,8,H,12,S,13,FALSE,0
D,5,H,8,H,9,C,10,D,13,FALSE,0
H,6,S,7,D,7,S,8,S,12,FALSE,1
S,2,D,6,C,8,H,10,H,11,FALSE,0
D,1,D,2,H,5,S,7,S,12,FALSE,0
H,1,S,6,S,7,D,7,D,12,FALSE,1
S,1,S,9,H,10,D,12,H,13,FALSE,0
S,1,S,8,C,9,S,12,D,13,FALSE,0
S,2,C,7,C,10,D,10,C,12,FALSE,1
C,1,H,2,H,8,S,12,H,12,FALSE,1
C,1,D,4,C,4,D,5,H,9,FALSE,1
C,6,C,7,S,9,H,10,S,12,FALSE,0
H,2,S,3,H,3,D,10,H,11,FALSE,1
H,3,S,4,S,6,C,10,H,11,FALSE,0
H,1,D,2,C,5,D,7,C,13,FALSE,0
S,2,H,3,H,6,C,7,H,11,FALSE,0
C,2,H,7,C,10,D,11,C,13,FALSE,0
H,2,S,2,C,5,H,11,S,12,FALSE,1
S,1,H,2,C,2,C,5,D,11,FALSE,1
D,2,C,2,C,6,D,7,C,12,FALSE,1
S,2,H,3,S,4,S,5,H,12,FALSE,0
D,1,C,5,C,8,D,10,D,11,FALSE,0
C,1,S,2,H,3,C,7,S,8,FALSE,0
H,1,H,3,H,4,C,6,D,9,FALSE,0
D,7,S,9,S,10,H,10,D,10,FALSE,3
C,4,S,4,H,8,D,8,D,13,FALSE,2
D,7,C,8,H,8,C,10,H,12,FALSE,1
C,6,D,6,D,7,S,11,C,13,FALSE,1
H,1,C,3,S,3,D,5,S,7,FALSE,1
D,6,S,8,S,9,C,12,S,13,FALSE,0
H,1,C,1,D,4,C,7,D,7,FALSE,2
C,1,C,5,C,11,H,12,D,12,FALSE,1
H,4,D,6,S,8,H,11,H,12,FALSE,0
H,2,S,9,H,11,C,12,S,13,FALSE,0
C,3,S,10,C,10,C,11,D,11,FALSE,2
C,3,H,3,S,4,C,5,D,11,FALSE,1
S,1,S,7,S,9,S,10,S,12,TRUE,F
D,1,H,1,D,2,D,9,H,11,FALSE,1
D,3,H,6,H,7,H,12,D,13,FALSE,0
H,2,H,5,H,10,C,10,C,12,FALSE,1
S,4,S,8,S,10,C,11,S,11,FALSE,1
C,6,S,8,D,9,D,10,H,12,FALSE,0
S,7,C,7,D,8,H,13,D,13,FALSE,2
D,2,H,2,C,5,D,9,C,13,FALSE,1
H,1,H,6,D,8,C,11,S,12,FALSE,0
C,6,S,7,D,9,S,10,D,13,FALSE,0
S,5,H,6,S,8,D,9,D,12,FALSE,0
D,10,S,11,C,11,D,13,H,13,FALSE,2
D,4,C,5,S,8,C,9,D,11,FALSE,0
D,4,H,10,C,10,H,11,H,13,FALSE,1
C,1,H,1,S,6,D,10,H,13,FALSE,1
H,5,S,7,H,8,C,12,D,13,FALSE,0
C,3,C,4,D,7,C,11,D,11,FALSE,1
S,1,H,4,D,6,C,8,H,12,FALSE,0
C,3,S,8,H,9,S,9,S,12,FALSE,1
C,2,H,7,C,9,S,10,D,11,FALSE,0
D,1,S,2,C,3,D,7,C,9,FALSE,0
D,4,H,8,C,8,D,10,C,13,FALSE,1
S,1,D,2,C,3,S,5,C,9,FALSE,0
C,2,S,5,D,5,S,10,D,12,FALSE,1
C,2,C,5,S,7,C,12,S,13,FALSE,0
C,3,D,4,C,7,C,11,C,12,FALSE,0
H,4,S,6,C,7,H,8,C,9,FALSE,0
D,2,H,4,S,9,S,12,S,13,FALSE,0
D,2,C,3,C,9,S,12,C,13,FALSE,0
C,2,H,4,D,7,D,10,S,13,FALSE,0
S,3,H,3,C,9,H,10,D,11,FALSE,1
S,2,C,2,C,4,S,5,S,11,FALSE,1
S,3,D,3,H,6,H,11,H,13,FALSE,1
D,2,S,5,H,6,C,9,H,9,FALSE,1
C,3,D,6,H,7,H,8,D,11,FALSE,0
H,3,D,4,S,5,C,8,C,9,FALSE,0
D,3,S,5,H,7,C,9,S,10,FALSE,0
C,1,C,3,H,8,C,10,D,13,FALSE,0
C,2,S,5,C,6,S,7,S,11,FALSE,0
C,1,D,5,S,11,S,12,D,13,FALSE,0
C,2,S,3,C,3,C,7,C,10,FALSE,1
H,1,D,2,H,4,S,7,S,11,FALSE,0
S,1,H,2,D,4,D,5,C,9,FALSE,0
S,4,S,7,S,8,C,11,D,11,FALSE,1
C,2,H,6,D,8,S,12,D,13,FALSE,0
C,1,H,4,D,6,H,8,C,12,FALSE,0
H,4,H,5,D,7,C,11,S,11,FALSE,1
D,5,C,6,S,8,H,9,C,11,FALSE,0
C,1,D,2,S,6,C,9,H,11,FALSE,0
S,4,S,5,D,5,C,12,S,13,FALSE,1
D,2,H,3,S,4,H,5,C,9,FALSE,0
S,1,D,6,C,8,C,12,D,13,FALSE,0
C,1,C,5,C,10,D,11,C,12,FALSE,0
S,2,D,3,D,9,S,9,S,11,FALSE,1
D,2,S,2,C,6,D,10,S,11,FALSE,1
C,1,S,6,H,7,D,9,C,11,FALSE,0
C,1,H,2,C,3,S,5,C,8,FALSE,0
H,3,D,4,C,5,S,8,C,12,FALSE,0
C,1,C,3,D,3,S,6,C,10,FALSE,1
H,5,C,6,H,7,D,10,D,12,FALSE,0
C,1,H,1,D,2,C,6,C,7,FALSE,1
D,2,C,3,H,5,C,8,C,12,FALSE,0
S,3,D,4,H,9,H,10,S,10,FALSE,1
C,2,D,5,S,10,H,12,S,13,FALSE,0
H,4,D,6,H,8,D,8,D,12,FALSE,1
C,2,S,7,C,11,D,11,C,13,FALSE,1
D,3,H,6,D,6,C,9,C,12,FALSE,1
H,1,H,2,C,7,D,13,S,13,FALSE,1
D,3,S,6,D,6,C,7,H,13,FALSE,1
H,6,H,7,D,7,H,12,D,13,FALSE,1
H,3,S,11,C,12,H,12,H,13,FALSE,1
S,3,C,7,C,8,H,11,D,12,FALSE,0
C,2,H,8,S,9,D,11,D,12,FALSE,0
S,5,H,7,S,8,H,12,C,13,FALSE,0
D,5,S,7,H,7,H,12,S,13,FALSE,1
C,2,D,3,D,7,D,13,S,13,FALSE,1
D,2,C,3,C,5,S,9,H,12,FALSE,0
D,4,D,5,D,8,S,10,H,10,FALSE,1
D,5,S,6,H,10,D,12,D,13,FALSE,0
S,1,C,1,D,5,H,9,C,10,FALSE,1
H,5,H,6,H,7,D,9,D,13,FALSE,0
S,5,H,5,C,6,H,7,H,10,FALSE,1
D,1,S,3,S,4,H,8,H,13,FALSE,0
H,1,H,7,S,7,H,10,C,10,FALSE,2
D,3,S,5,D,8,C,12,C,13,FALSE,0
C,3,H,3,D,8,S,11,H,13,FALSE,1
H,1,H,6,S,7,C,10,S,12,FALSE,0
C,4,D,8,H,9,D,10,H,12,FALSE,0
H,2,D,4,C,8,H,13,C,13,FALSE,1
C,4,H,4,S,4,C,5,C,13,FALSE,3
H,1,C,2,C,4,C,6,H,9,FALSE,0
H,3,S,7,C,12,S,13,C,13,FALSE,1
D,3,C,3,D,4,C,4,C,11,FALSE,2
C,6,C,8,D,11,H,12,D,13,FALSE,0
H,6,H,7,C,9,S,10,D,12,FALSE,0
H,2,C,6,H,8,S,9,C,12,FALSE,0
S,2,C,2,S,3,C,5,D,8,FALSE,1
H,2,D,4,S,6,C,7,C,9,FALSE,0
H,2,D,3,H,7,H,10,H,11,FALSE,0
C,3,C,4,C,6,H,7,S,12,FALSE,0
C,6,C,10,H,12,H,13,S,13,FALSE,1
H,1,H,5,H,6,C,10,D,10,FALSE,1
D,4,D,5,H,6,H,11,C,11,FALSE,1
D,2,S,2,D,4,S,9,D,13,FALSE,1
C,1,D,4,S,6,H,8,D,13,FALSE,0
D,3,C,7,S,10,H,11,S,11,FALSE,1
C,1,C,3,H,4,D,8,D,10,FALSE,0
D,1,D,2,C,5,H,10,S,13,FALSE,0
H,4,C,6,H,6,S,10,D,12,FALSE,1
D,1,H,3,D,8,D,9,S,10,FALSE,0
C,2,C,3,D,9,S,11,H,13,FALSE,0
D,3,S,6,C,9,H,10,C,11,FALSE,0
C,2,S,3,D,5,S,7,S,13,FALSE,0
H,5,S,9,C,9,D,13,C,13,FALSE,2
H,3,S,8,D,10,H,12,S,13,FALSE,0
H,1,C,2,D,2,S,2,C,3,FALSE,3
C,1,H,3,H,5,H,11,D,12,FALSE,0
D,2,S,2,C,6,S,6,H,13,FALSE,2
D,2,S,4,C,9,D,11,C,13,FALSE,0
H,5,H,6,H,7,S,9,D,10,FALSE,0
D,1,C,3,D,6,C,9,S,13,FALSE,0
H,5,C,5,S,7,D,9,S,11,FALSE,1
C,3,D,8,S,9,S,12,S,13,FALSE,0
S,2,H,6,D,7,C,9,S,10,FALSE,0
C,3,C,6,S,11,S,12,D,13,FALSE,0
C,6,D,10,S,11,H,12,D,13,FALSE,0
H,5,C,6,D,7,S,7,D,11,FALSE,1
D,3,C,5,C,9,H,10,D,13,FALSE,0
C,3,D,5,H,5,C,11,D,13,FALSE,1
C,1,D,2,D,3,S,8,S,13,FALSE,0
S,4,C,6,H,9,D,11,S,12,FALSE,0
D,3,H,4,S,7,H,11,S,13,FALSE,0
C,1,H,8,S,10,C,11,D,13,FALSE,0
H,6,D,8,S,8,C,12,D,13,FALSE,1
D,3,D,5,C,6,D,10,H,12,FALSE,0
D,5,C,5,S,7,D,10,S,11,FALSE,1
C,1,S,2,S,7,D,9,H,10,FALSE,0
S,2,S,5,H,10,H,11,C,12,FALSE,0
C,1,H,3,S,4,C,7,D,12,FALSE,0
C,3,H,6,D,9,C,12,H,13,FALSE,0
C,1,S,2,C,2,D,6,C,13,FALSE,1
S,6,S,7,S,8,H,11,C,11,FALSE,1
C,1,S,2,H,3,C,10,H,13,FALSE,0
S,1,C,3,C,6,S,11,S,13,FALSE,0
H,5,H,7,C,9,C,10,H,10,FALSE,1
D,1,H,7,H,10,S,11,C,13,FALSE,0
S,2,C,8,S,10,H,11,D,11,FALSE,1
S,3,H,3,S,9,H,9,D,11,FALSE,2
D,5,D,6,H,8,D,10,C,13,FALSE,0
C,1,S,2,H,3,D,4,C,10,FALSE,0
D,1,H,2,C,5,C,7,C,11,FALSE,0
S,2,H,6,H,9,S,12,D,12,FALSE,1
S,1,D,1,S,2,H,5,S,12,FALSE,1
D,4,S,5,S,8,H,12,S,13,FALSE,0
H,2,D,4,H,9,H,10,S,12,FALSE,0
D,3,H,6,C,11,S,12,D,13,FALSE,0
D,4,C,4,H,6,D,8,S,10,FALSE,1
C,1,D,1,C,6,S,11,S,13,FALSE,1
S,1,H,2,D,5,H,7,S,10,FALSE,0
S,4,C,7,H,7,C,8,H,11,FALSE,1
D,1,S,8,H,9,S,9,H,13,FALSE,1
D,4,H,5,H,11,S,12,D,12,FALSE,1
H,1,C,2,H,4,C,9,S,9,FALSE,1
D,1,D,6,H,6,S,10,H,12,FALSE,1
C,3,H,6,C,10,C,11,H,12,FALSE,0
S,1,C,2,C,4,D,7,H,8,FALSE,0
S,3,C,4,S,6,C,6,C,10,FALSE,1
S,1,C,2,H,2,S,12,C,12,FALSE,2
H,2,C,3,C,6,C,7,S,11,FALSE,0
S,6,D,6,S,8,C,9,S,11,FALSE,1
S,1,D,2,C,4,H,4,S,6,FALSE,1
D,3,C,4,S,7,C,10,S,11,FALSE,0
S,5,S,7,H,9,S,12,D,13,FALSE,0
C,5,C,7,S,8,C,8,D,9,FALSE,1
C,1,D,1,C,3,H,8,D,9,FALSE,1
S,1,D,7,S,7,C,7,H,11,FALSE,3
H,1,D,1,H,3,D,5,D,8,FALSE,1
H,5,H,6,H,7,S,8,D,12,FALSE,0
D,2,D,6,S,6,D,10,D,13,FALSE,1
D,5,C,5,D,11,S,11,H,12,FALSE,2
H,9,C,10,C,12,D,12,H,13,FALSE,1
C,2,D,3,H,11,C,12,H,13,FALSE,0
C,1,D,5,S,7,D,9,C,13,FALSE,0
C,2,H,3,H,7,S,7,C,11,FALSE,1
C,5,D,9,H,9,D,10,C,13,FALSE,1
C,2,D,5,H,8,C,13,S,13,FALSE,1
D,3,C,5,S,8,S,11,H,13,FALSE,0
H,1,S,1,H,7,S,7,H,11,FALSE,2
D,1,D,3,C,7,D,10,H,11,FALSE,0
C,4,S,8,S,9,H,11,D,12,FALSE,0
H,2,S,4,S,7,H,8,D,12,FALSE,0
C,6,S,7,S,8,H,11,S,12,FALSE,0
D,4,H,7,H,8,C,8,D,12,FALSE,1
C,1,C,7,S,10,C,12,S,12,FALSE,1
H,3,C,5,C,6,D,9,C,10,FALSE,0
C,2,C,4,H,7,H,12,C,13,FALSE,0
H,4,S,5,S,6,H,7,H,13,FALSE,0
H,1,C,2,D,5,H,12,D,13,FALSE,0
S,2,S,5,C,5,H,5,H,8,FALSE,3
S,2,C,6,C,7,C,11,D,12,FALSE,0
S,4,H,6,S,7,C,9,S,13,FALSE,0
S,3,H,4,S,8,S,9,S,12,FALSE,0
H,1,S,1,C,3,C,9,S,11,FALSE,1
C,4,S,4,H,8,H,10,D,13,FALSE,1
D,5,S,7,H,7,C,10,D,13,FALSE,1
S,3,H,4,H,5,H,8,C,11,FALSE,0
C,5,S,6,C,9,H,10,H,11,FALSE,0
C,6,H,7,C,8,S,12,S,13,FALSE,0
C,1,C,3,D,9,D,10,H,10,FALSE,1
C,10,D,10,H,10,S,11,D,11,FALSE,FH
D,4,D,7,H,9,C,11,C,12,FALSE,0
S,2,C,5,H,6,C,6,C,7,FALSE,1
D,4,C,6,S,7,D,8,S,12,FALSE,0
D,1,D,7,S,9,C,10,C,11,FALSE,0
C,6,H,7,S,9,S,11,H,11,FALSE,1
H,2,H,5,H,9,D,12,D,13,FALSE,0
H,4,C,5,D,9,H,12,D,13,FALSE,0
D,2,S,3,D,5,H,6,C,12,FALSE,0
S,1,H,5,H,6,D,11,C,13,FALSE,0
D,1,H,7,H,8,H,11,C,12,FALSE,0
H,1,S,1,H,4,C,11,S,12,FALSE,1
S,1,C,8,D,9,C,11,S,11,FALSE,1
C,1,C,2,C,3,H,6,D,12,FALSE,0
D,1,C,2,H,7,C,8,H,8,FALSE,1
S,5,D,6,H,9,D,10,C,11,FALSE,0
C,5,H,6,H,9,H,10,C,10,FALSE,1
H,2,D,3,D,5,H,11,D,11,FALSE,1
H,2,C,4,C,9,S,10,H,13,FALSE,0
D,4,S,6,C,10,H,11,D,12,FALSE,0
C,1,S,2,S,7,S,11,S,13,FALSE,0
H,1,C,2,S,10,D,12,S,12,FALSE,1
